,Player,Pos,Age,Tm,PER,TS%,AST%,WS/48,OBPM,DBPM,Year,
288,Danny Green,SG,25,SAS,14.1,0.6,9.5,0.128,1.4,1.4,2012,1
289,Draymond Green,SF,22,GSW,7.1,0.404,7,0.028,-5,1.4,2012,1
290,Jeff Green,PF,26,BOS,15,0.561,9.6,0.099,-0.2,-0.1,2012,1
291,Blake Griffin,PF,23,LAC,22.4,0.572,19.9,0.196,3.2,0.8,2012,1
292,James Harden,SG,23,HOU,23,0.6,25.7,0.206,5.2,0.5,2012,1
293,Maurice Harkless,SF,19,ORL,12.5,0.504,3.9,0.059,-1.6,0.3,2012,1
294,Tobias Harris,SF-PF,20,TOT,16,0.527,8.8,0.089,0,-0.5,2012,1
295,Tobias Harris,SF,20,MIL,13,0.538,6.4,0.08,-1.5,-0.6,2012,1
296,Tobias Harris,PF,20,ORL,17,0.524,9.6,0.092,0.5,-0.5,2012,1
297,Udonis Haslem,PF,32,MIA,9.9,0.535,3.8,0.108,-2.6,-0.5,2012,1
298,Gordon Hayward,SF,22,UTA,16.8,0.564,16.7,0.123,2.5,-0.5,2012,1
299,George Hill,PG,26,IND,16.6,0.558,23.4,0.177,2.2,1.1,2012,1
300,Jrue Holiday,PG,22,PHI,16.7,0.496,36.5,0.055,1.2,-0.7,2012,1
301,Justin Holiday,SG,23,PHI,7.6,0.408,16,-0.042,-4.4,-0.6,2012,1
302,Al Horford,C,26,ATL,19.8,0.56,15.3,0.153,1.3,0.6,2012,1
303,Dwight Howard,C,27,LAL,19.4,0.573,6.6,0.134,-0.6,1.1,2012,1
304,Serge Ibaka,PF,23,OKC,19.4,0.612,2.8,0.181,0.9,0.7,2012,1
305,Andre Iguodala,SG,29,DEN,15.2,0.52,22.4,0.097,1.2,1.4,2012,1
306,Reggie Jackson,PG,22,OKC,14.2,0.531,19.3,0.121,-0.4,0.5,2012,1
307,LeBron James,PF,28,MIA,31.6,0.64,36.4,0.322,9.3,2.4,2012,1
308,James Johnson,SF,25,SAC,10.2,0.442,10.2,-0.028,-3.9,0.3,2012,1
309,DeAndre Jordan,C,24,LAC,17.2,0.606,2.2,0.148,-0.1,-0.2,2012,1
310,Cory Joseph,PG,21,SAS,13.5,0.528,20.2,0.113,-1.2,0.8,2012,1
311,Enes Kanter,C,20,UTA,17.6,0.588,5,0.101,-0.7,-1.4,2012,1
312,Jeremy Lamb,SF,20,OKC,11.2,0.479,5.4,0.058,-2.7,-2.7,2012,1
313,Damian Lillard,PG,22,POR,16.4,0.546,28.8,0.088,2.1,-1.9,2012,1
314,Brook Lopez,C,24,BRK,24.7,0.567,6.4,0.191,3.4,-0.2,2012,1
315,Robin Lopez,C,24,NOH,18.9,0.573,5.3,0.126,1.3,-0.7,2012,1
316,Kevin Love,PF,24,MIN,17.9,0.458,11.8,0.084,1.4,-1,2012,1
317,Kyle Lowry,PG,26,TOR,17.5,0.543,34.6,0.133,2,0.9,2012,1
318,JaVale McGee,C,25,DEN,20.7,0.589,2.7,0.163,0.4,1.2,2012,1
319,Khris Middleton,SG,21,DET,11.4,0.532,9.5,0.089,-1.9,-0.1,2012,1
320,Patty Mills,PG,24,SAS,14.1,0.59,14.9,0.109,0,0.2,2012,1
321,Paul Millsap,PF,27,UTA,19.8,0.55,14.5,0.154,1.7,1,2012,1
322,Marcus Morris Sr.,PF-SF,23,TOT,11.3,0.516,6.4,0.058,-1.2,-0.8,2012,1
323,Marcus Morris Sr.,PF,23,HOU,12.1,0.537,6.3,0.084,-0.3,-0.8,2012,1
324,Marcus Morris Sr.,SF,23,PHO,8.6,0.453,6.4,-0.022,-3.9,-0.5,2012,1
325,Markieff Morris,PF,23,PHO,12.6,0.473,9.4,0.044,-2.2,0.2,2012,1
326,Chris Paul,PG,27,LAC,26.4,0.594,46.5,0.287,6.4,2.4,2012,1
327,Austin Rivers,SG,20,NOH,5.9,0.431,13.9,-0.038,-4.7,-1.6,2012,1
328,Rajon Rondo,PG,26,BOS,18.1,0.516,49.3,0.108,1.6,0.6,2012,1
329,Terrence Ross,SG,21,TOR,10.4,0.491,7.2,0.034,-1.7,-0.7,2012,1
330,Ricky Rubio,PG,22,MIN,16.2,0.482,38.8,0.085,-0.8,1.9,2012,1
331,Ish Smith,PG,24,TOT,8.5,0.379,25,-0.04,-4.1,0,2012,1
332,Ish Smith,PG,24,ORL,7.2,0.357,22.2,-0.073,-4.5,-0.7,2012,1
333,Ish Smith,PG,24,MIL,12.1,0.442,32.7,0.049,-3,1.8,2012,1
334,Garrett Temple,SG,26,WAS,8.8,0.478,15.5,0.049,-3.8,1.5,2012,1
335,Tristan Thompson,PF,21,CLE,16.1,0.516,6.9,0.098,-0.2,-1.6,2012,1
336,P.J. Tucker,SG,27,PHO,11.6,0.525,8.6,0.074,-1.3,-0.1,2012,1
337,Jonas Valanciunas,C,20,TOR,15.6,0.619,5,0.127,-1.1,0,2012,1
338,Nikola Vucevic,C,22,ORL,17.8,0.534,9.3,0.106,0,-0.5,2012,1
339,Kemba Walker,PG,22,CHA,18.8,0.517,31.2,0.08,2.2,-0.8,2012,1
340,Russell Westbrook,PG,24,OKC,23.9,0.532,38.4,0.195,4.6,-0.2,2012,1
341,Lou Williams,SG,26,ATL,15.9,0.555,20.4,0.103,1.3,-0.3,2012,1
342,Thaddeus Young,PF,24,PHI,18.2,0.541,8.2,0.136,0.2,1,2012,1
343,Steven Adams,C,20,OKC,11.2,0.541,4.9,0.114,-3.1,0.9,2013,1
344,LaMarcus Aldridge,PF,28,POR,21.8,0.507,13,0.144,2.3,0.1,2013,1
345,Giannis Antetokounmpo,SF,19,MIL,10.8,0.518,12.1,0.031,-2.4,-0.1,2013,1
346,Carmelo Anthony,PF,29,NYK,24.4,0.561,15.8,0.172,5.8,-0.8,2013,1
347,D.J. Augustin,PG,26,TOT,16.2,0.569,28.9,0.154,1.9,-0.4,2013,1
348,D.J. Augustin,PG,26,TOR,1.2,0.394,18.4,-0.112,-6.9,-2.2,2013,1
349,D.J. Augustin,PG,26,CHI,16.8,0.574,29.3,0.166,2.2,-0.3,2013,1
350,Harrison Barnes,SF,21,GSW,9.8,0.486,7.6,0.07,-2.2,0.5,2013,1
351,Will Barton,SG,23,POR,13.5,0.488,13.3,0.078,-1.2,-0.1,2013,1
352,Nicolas Batum,SF,25,POR,15.8,0.589,20.9,0.128,2.2,1.2,2013,1
353,Kent Bazemore,SG,24,TOT,11.2,0.515,15.7,0.011,-3,-0.2,2013,1
354,Kent Bazemore,SG,24,GSW,6.2,0.448,10.9,-0.034,-6.3,1.2,2013,1
355,Kent Bazemore,SG,24,LAL,13.3,0.543,17.7,0.029,-1.7,-0.8,2013,1
356,Bradley Beal,SG,20,WAS,14.3,0.507,16,0.076,0.3,-0.7,2013,1
357,Patrick Beverley,PG,25,HOU,12.4,0.545,12.8,0.116,-0.3,0.9,2013,1
358,Eric Bledsoe,PG,24,PHO,19.6,0.578,27,0.14,2.3,0.7,2013,1
359,Avery Bradley,SG,23,BOS,12.7,0.51,8.1,0.046,-1.1,-0.8,2013,1
360,Reggie Bullock,SF,22,LAC,6.7,0.46,4.3,0.019,-2.5,-0.9,2013,1
361,Trey Burke,PG,21,UTA,12.6,0.473,29.4,0.02,0,-2.6,2013,1
362,Alec Burks,SG,22,UTA,15.8,0.547,16.9,0.07,0.2,-1,2013,1
363,Jimmy Butler,SG,24,CHI,13.5,0.522,11.1,0.131,-0.9,2,2013,1
364,Kentavious Caldwell-Pope,SG,20,DET,9.4,0.483,5,0.055,-3,0.5,2013,1
365,Mike Conley,PG,26,MEM,20,0.545,30.1,0.161,3.4,0.3,2013,1
366,Robert Covington,SF,23,HOU,15,0.571,0,0.122,1.5,-0.8,2013,1
367,Jae Crowder,SF,23,DAL,11.9,0.551,6.7,0.089,-0.7,0.8,2013,1
368,Seth Curry,PG,23,TOT,13.8,0.5,0,0.131,-2.5,7.1,2013,1
369,Seth Curry,PG,23,MEM,0,,0,0.006,-7.3,0.7,2013,1
370,Seth Curry,PG,23,CLE,19.9,0.5,0,0.187,-0.3,10,2013,1
371,Stephen Curry,PG,25,GSW,24.1,0.61,39.9,0.225,6.3,1.1,2013,1
372,Anthony Davis,PF,20,NOP,26.5,0.582,8,0.212,4,0.8,2013,1
373,Ed Davis,PF,24,MEM,15.9,0.542,4.5,0.129,-1.3,0.1,2013,1
374,Dewayne Dedmon,C,24,TOT,10.7,0.5,1.9,0.07,-4.5,-0.3,2013,1
375,Dewayne Dedmon,C,24,GSW,-5.1,0.266,0,-0.107,-10.3,-3.2,2013,1
376,Dewayne Dedmon,C,24,PHI,8.7,0.533,2.9,0.035,-5.8,0,2013,1
377,Dewayne Dedmon,C,24,ORL,12.5,0.488,1.3,0.096,-3.5,-0.4,2013,1
378,DeMar DeRozan,SG,24,TOR,18.4,0.532,18.9,0.141,1.9,-0.3,2013,1
379,Gorgui Dieng,C,24,MIN,16.5,0.534,7.2,0.129,-2,0.9,2013,1
380,Goran Dragic,SG,27,PHO,21.4,0.604,28.1,0.186,4.1,-0.2,2013,1
381,Andre Drummond,C,20,DET,22.6,0.599,2.2,0.182,2,-0.6,2013,1
382,Kevin Durant,SF,25,OKC,29.8,0.635,26.7,0.295,8.8,1.4,2013,1
383,Wayne Ellington,SG,26,DAL,12.2,0.554,7.1,0.084,-0.5,-0.2,2013,1
384,Derrick Favors,PF,22,UTA,19,0.556,7.3,0.112,0,0.1,2013,1
385,Evan Fournier,SG,21,DEN,10.3,0.533,11.6,0.043,-2,-0.9,2013,1
386,Rudy Gay,SF,27,TOT,18.3,0.54,15.1,0.091,1.8,0,2013,1
387,Rudy Gay,SF,27,TOR,14.7,0.468,11.5,0.021,-0.1,0.7,2013,1
388,Rudy Gay,SF,27,SAC,19.6,0.567,16.3,0.114,2.4,-0.3,2013,1
389,Paul George,SF,23,IND,20.1,0.555,17.9,0.178,2.7,2.1,2013,1
390,Taj Gibson,PF,28,CHI,16,0.524,7.3,0.117,-1.3,0.4,2013,1
391,Rudy Gobert,C,21,UTA,12.9,0.507,2.4,0.045,-3.6,0.9,2013,1
392,Eric Gordon,SG,25,NOP,14.9,0.54,16.6,0.058,1,-1.4,2013,1
393,Danny Green,SG,26,SAS,13.9,0.58,8.9,0.122,1.2,2,2013,1
394,Draymond Green,SF,23,GSW,12.7,0.498,11.9,0.119,-1.7,3.6,2013,1
395,Jeff Green,SF,27,BOS,13.1,0.52,8.4,0.057,-0.2,-1.3,2013,1
396,Blake Griffin,PF,24,LAC,23.9,0.583,19.2,0.205,3.8,0.7,2013,1
397,Tim Hardaway Jr.,SG,21,NYK,12.7,0.554,5.8,0.08,0,-1.8,2013,1
398,James Harden,SG,24,HOU,23.5,0.618,27.3,0.221,5.4,0.2,2013,1
399,Maurice Harkless,SF,20,ORL,11.8,0.542,6.4,0.068,-1.5,1.1,2013,1
400,Tobias Harris,PF,21,ORL,16.5,0.542,7.7,0.107,0,-0.7,2013,1
401,Udonis Haslem,PF,33,MIA,10.5,0.523,2.9,0.083,-3.1,-0.9,2013,1
402,Gordon Hayward,SF,23,UTA,16.2,0.52,24.1,0.062,1,-0.2,2013,1
403,George Hill,PG,27,IND,13.4,0.563,17.2,0.154,-0.1,1.7,2013,1
404,Solomon Hill,SF,22,IND,7.6,0.545,7.9,0.08,-3.3,0.9,2013,1
405,Jrue Holiday,PG,23,NOP,17.1,0.505,38.9,0.064,1.2,-0.9,2013,1
406,Al Horford,C,27,ATL,22,0.588,15.2,0.141,2.2,0.8,2013,1
407,Dwight Howard,C,28,HOU,21.3,0.6,9.3,0.161,0.9,0.8,2013,1
408,Serge Ibaka,PF,24,OKC,19.6,0.576,5.2,0.173,1.1,0.6,2013,1
409,Andre Iguodala,SF,30,GSW,13.7,0.57,18.2,0.135,-0.1,2.4,2013,1
410,Reggie Jackson,PG,23,OKC,15.4,0.527,23.1,0.104,0.4,-0.3,2013,1
411,LeBron James,PF,29,MIA,29.3,0.649,32,0.264,7.8,1.1,2013,1
412,James Johnson,SF,26,MEM,18.5,0.552,18.2,0.15,1.6,2.9,2013,1
413,DeAndre Jordan,C,25,LAC,18.2,0.63,3.7,0.186,0.9,1.6,2013,1
414,Cory Joseph,SG,22,SAS,14.7,0.558,17.2,0.148,-0.4,1.3,2013,1
415,Enes Kanter,C,21,UTA,15.6,0.523,6.4,0.05,-1.2,-2.4,2013,1
416,Jeremy Lamb,SG,21,OKC,13.4,0.522,11.8,0.102,-0.1,0.2,2013,1
417,Alex Len,C,20,PHO,7.3,0.469,1.6,0.024,-5.9,-0.7,2013,1
418,Damian Lillard,PG,23,POR,18.6,0.568,25.1,0.157,3.8,-0.6,2013,1
419,Brook Lopez,C,25,BRK,25.4,0.629,6.1,0.211,4,-0.3,2013,1
420,Robin Lopez,C,25,POR,17.7,0.605,4.2,0.176,1.2,-0.1,2013,1
421,Kevin Love,PF,25,MIN,26.9,0.591,21.4,0.245,8.3,0.6,2013,1
422,Kyle Lowry,PG,27,TOR,20.1,0.567,34.7,0.197,4.1,0.6,2013,1
423,CJ McCollum,SG,22,POR,9,0.521,8.7,0.019,-2.9,-0.6,2013,1
424,JaVale McGee,C,26,DEN,10.2,0.455,4.4,-0.039,-6.3,-0.1,2013,1
425,Ben McLemore,SG,20,SAC,7.7,0.485,5.8,0.016,-2.9,-1.1,2013,1
426,Khris Middleton,SF,22,MIL,12.5,0.541,11.7,0.053,-1.2,-1.1,2013,1
427,Patty Mills,PG,25,SAS,18.7,0.588,15.3,0.175,2.9,1.1,2013,1
428,Paul Millsap,PF,28,ATL,19.8,0.545,16.2,0.129,1.4,1.3,2013,1
429,Marcus Morris Sr.,SF,24,PHO,14.8,0.552,7.6,0.111,0.6,-0.1,2013,1
430,Markieff Morris,PF,24,PHO,18.4,0.564,10.9,0.143,0.8,0.2,2013,1
431,Mike Muscala,PF,22,ATL,10.8,0.48,5.2,0.04,-4.5,-1,2013,1
432,Kelly Olynyk,C,22,BOS,15.2,0.546,13.1,0.101,-0.9,-0.3,2013,1
433,Chris Paul,PG,28,LAC,25.9,0.58,48.9,0.27,6,2.6,2013,1
434,Mason Plumlee,C,23,BRK,19,0.67,8.1,0.176,0.2,0.8,2013,1
435,Otto Porter Jr.,SF,20,WAS,6,0.405,4.6,-0.006,-4.9,-1.3,2013,1
436,Austin Rivers,PG,21,NOP,11.6,0.482,18.7,0.023,-2,-1.4,2013,1
437,Rajon Rondo,PG,27,BOS,15.3,0.461,47.7,0.054,0.3,-0.6,2013,1
438,Derrick Rose,PG,25,CHI,9.7,0.446,26.2,-0.036,-1.2,-1.9,2013,1
439,Terrence Ross,SG,22,TOR,12,0.553,6.1,0.094,0,-0.2,2013,1
440,Ricky Rubio,PG,23,MIN,15.4,0.491,37.8,0.107,-0.6,1.7,2013,1
441,Dennis Schroder,PG,20,ATL,5.8,0.442,22,-0.054,-5.7,-1.6,2013,1
442,Ish Smith,PG,25,PHO,11.7,0.438,26,0.048,-2,0.6,2013,1
443,Tony Snell,SG,22,CHI,8,0.489,9.1,0.063,-3.1,0.5,2013,1
444,Garrett Temple,SG,27,WAS,7.8,0.431,15.8,0.025,-4.8,1.8,2013,1
445,Tristan Thompson,PF,22,CLE,14.9,0.528,4.5,0.106,-0.6,-1.5,2013,1
446,P.J. Tucker,SF,28,PHO,13.3,0.54,8.1,0.117,0.1,0.9,2013,1
447,Jonas Valanciunas,C,21,TOR,16.1,0.579,4.2,0.141,-0.6,-0.7,2013,1
448,Nikola Vucevic,C,23,ORL,18.8,0.536,10.2,0.116,0.1,0,2013,1
449,Kemba Walker,PG,23,CHA,16.8,0.499,29.7,0.093,1.4,0.3,2013,1
450,Russell Westbrook,PG,25,OKC,24.7,0.545,40.2,0.178,4.8,0.7,2013,1
451,Lou Williams,PG,27,ATL,14.2,0.547,22.9,0.087,0.2,-1,2013,1
452,Thaddeus Young,PF,25,PHI,16.6,0.512,11.8,0.062,0.4,-0.5,2013,1
453,Cody Zeller,C,21,CHA,13.1,0.498,10.4,0.09,-2.9,0.9,2013,1
454,Steven Adams,C,21,OKC,14.1,0.549,5.5,0.111,-1.5,0.2,2014,1
455,LaMarcus Aldridge,PF,29,POR,22.8,0.528,9.2,0.165,3.2,-0.3,2014,1
456,Kyle Anderson,SF,21,SAS,8.2,0.389,10.9,0.044,-3.8,2.3,2014,1
457,Giannis Antetokounmpo,SG,20,MIL,14.8,0.552,13.1,0.117,-1.2,1.2,2014,1
458,Carmelo Anthony,SF,30,NYK,21.5,0.531,18,0.097,4.9,-1.9,2014,1
459,D.J. Augustin,PG,27,TOT,13.9,0.527,28.2,0.083,0.4,-1.6,2014,1
460,D.J. Augustin,PG,27,DET,15.8,0.536,33.2,0.094,1.2,-1.7,2014,1
461,D.J. Augustin,PG,27,OKC,10.2,0.503,18.5,0.063,-1,-1.3,2014,1
462,Harrison Barnes,SF,22,GSW,13.4,0.573,6.9,0.139,0.2,-0.1,2014,1
463,Will Barton,SG,24,TOT,13.6,0.503,13,0.063,-1.2,1.1,2014,1
464,Will Barton,SG,24,POR,8.3,0.422,13.4,0.002,-4.7,1.4,2014,1
465,Will Barton,SG,24,DEN,15.9,0.533,12.8,0.089,0.3,0.9,2014,1
466,Nicolas Batum,SF,26,POR,13.1,0.516,20.5,0.105,0.3,1.8,2014,1
467,Kent Bazemore,SG,25,ATL,9.7,0.52,8.6,0.057,-3.2,1.1,2014,1
468,Bradley Beal,SG,21,WAS,14,0.521,15,0.085,-0.1,0.2,2014,1
469,Patrick Beverley,PG,26,HOU,11.3,0.509,17.2,0.096,-0.4,0.5,2014,1
470,Eric Bledsoe,PG,25,PHO,18.4,0.555,27.9,0.119,1.6,0.5,2014,1
471,Bojan Bogdanovic,SF,25,BRK,11.6,0.562,5.8,0.062,-0.3,-1.4,2014,1
472,Avery Bradley,SG,24,BOS,11.5,0.507,8.9,0.049,-1.5,-0.6,2014,1
473,Reggie Bullock,SF,23,TOT,6.2,0.466,3.2,0.019,-3.2,0,2014,1
474,Reggie Bullock,SF,23,LAC,8.8,0.578,3.1,0.074,-1.5,0.3,2014,1
475,Reggie Bullock,SF,23,PHO,-3.1,0.113,3.4,-0.173,-8.9,-1.2,2014,1
476,Trey Burke,PG,22,UTA,12.6,0.455,25,0.05,-0.1,-1.3,2014,1
477,Alec Burks,SG,23,UTA,13,0.524,15.2,0.089,-0.5,-1.2,2014,1
478,Jimmy Butler,SG,25,CHI,21.3,0.583,14.4,0.214,3.4,1.2,2014,1
479,Kentavious Caldwell-Pope,SG,21,DET,11.2,0.501,6.8,0.052,-1.3,-0.4,2014,1
480,Clint Capela,C,20,HOU,12.1,0.409,3.6,0.019,-5.3,0,2014,1
481,Jordan Clarkson,PG,22,LAL,16.9,0.528,23.8,0.078,1.2,-0.9,2014,1
482,Mike Conley,PG,27,MEM,18.6,0.558,28,0.147,2.6,0.2,2014,1
483,Robert Covington,SF,24,PHI,14.7,0.554,9.8,0.097,0.3,0.4,2014,1
484,Jae Crowder,SF,24,TOT,13.9,0.517,8.6,0.113,-0.2,0.7,2014,1
485,Jae Crowder,SF,24,DAL,12.7,0.55,6.5,0.098,-0.6,0.5,2014,1
486,Jae Crowder,SF,24,BOS,14.1,0.512,9,0.116,-0.2,0.8,2014,1
487,Seth Curry,PG,24,PHO,-11.4,0,15.6,-0.298,-20.1,-3,2014,1
488,Stephen Curry,PG,26,GSW,28,0.638,38.6,0.288,8.2,1.7,2014,1
489,Anthony Davis,PF,21,NOP,30.8,0.591,11.6,0.274,6.6,2.3,2014,1
490,Ed Davis,PF,25,LAL,20,0.594,8.3,0.164,1.4,0.1,2014,1
491,Dewayne Dedmon,C,25,ORL,13.3,0.568,1.6,0.099,-3.3,-0.2,2014,1
492,DeMar DeRozan,SG,25,TOR,17.4,0.51,17,0.09,0.5,-1.4,2014,1
493,Gorgui Dieng,C,25,MIN,17.2,0.573,10.5,0.108,-0.1,0.3,2014,1
494,Spencer Dinwiddie,PG,21,DET,10.2,0.394,34.9,0.009,-3,0.2,2014,1
495,Goran Dragic,SG-PG,28,TOT,17.4,0.577,22.8,0.123,1.6,-0.8,2014,1
496,Goran Dragic,SG,28,PHO,16.7,0.573,20.2,0.111,1.1,-1,2014,1
497,Goran Dragic,PG,28,MIA,18.8,0.586,27.8,0.146,2.5,-0.4,2014,1
498,Andre Drummond,C,21,DET,21.4,0.504,3.9,0.147,0.6,-0.7,2014,1
499,Kevin Durant,SF,26,OKC,27.6,0.633,22.2,0.252,8.6,1.4,2014,1
500,Wayne Ellington,SG,27,LAL,11.6,0.504,10.2,0.034,-0.5,-1.8,2014,1
501,Derrick Favors,PF,23,UTA,21.8,0.558,9.4,0.175,1.9,0.6,2014,1
502,Evan Fournier,SG,22,ORL,12.4,0.546,11.5,0.059,-0.5,-1.3,2014,1
503,Danilo Gallinari,SF,26,DEN,16.8,0.563,9.4,0.132,2.6,-0.2,2014,1
504,Rudy Gay,SF,28,SAC,19.7,0.556,19,0.122,3.4,-0.7,2014,1
505,Paul George,SF,24,IND,13,0.492,11.8,-0.008,-2.3,0.1,2014,1
506,Taj Gibson,PF,29,CHI,16.1,0.545,6.9,0.137,-0.5,0.1,2014,1
507,Rudy Gobert,C,22,UTA,21.6,0.627,8.2,0.206,1.7,2.5,2014,1
508,Aaron Gordon,PF,19,ORL,11.4,0.517,6.3,0.06,-2.6,-0.1,2014,1
509,Eric Gordon,SG,26,NOP,12.7,0.544,17.6,0.069,0.2,-1.2,2014,1
510,Jerami Grant,SF,20,PHI,8.7,0.47,9.4,0.019,-3.9,0.6,2014,1
511,Danny Green,SG,27,SAS,16.5,0.596,10.3,0.163,2.6,2,2014,1
512,Draymond Green,PF,24,GSW,16.4,0.54,16.1,0.163,0.7,2.8,2014,1
513,JaMychal Green,PF,24,TOT,14.9,0.603,4,0.119,-1.9,0.6,2014,1
514,JaMychal Green,PF,24,SAS,9.9,0.571,0,0.071,-5.3,1.1,2014,1
515,JaMychal Green,PF,24,MEM,15.8,0.608,4.7,0.127,-1.2,0.5,2014,1
516,Jeff Green,SF,28,TOT,14.4,0.534,8.8,0.101,0.5,-0.7,2014,1
517,Jeff Green,SF,28,BOS,14.6,0.539,7.9,0.089,0.2,-1.3,2014,1
518,Jeff Green,SF,28,MEM,14.2,0.53,9.5,0.111,0.8,-0.2,2014,1
519,Blake Griffin,PF,25,LAC,22.8,0.551,26.2,0.183,3.8,0.2,2014,1
520,Tim Hardaway Jr.,SG,22,NYK,12.1,0.512,13.5,0.023,0.2,-3,2014,1
521,James Harden,SG,25,HOU,26.7,0.605,34.6,0.265,7,1.8,2014,1
522,Maurice Harkless,SF,21,ORL,8.4,0.449,5.4,0.021,-3.8,0.2,2014,1
523,Gary Harris,SG,20,DEN,4.9,0.395,5.9,-0.046,-5.6,0.3,2014,1
524,Joe Harris,SG,23,CLE,5.6,0.537,7.7,0.018,-4,-1.6,2014,1
525,Tobias Harris,SF,22,ORL,16.7,0.551,8.8,0.098,1.1,-0.6,2014,1
526,Udonis Haslem,PF,34,MIA,10.6,0.488,7.4,0.066,-3,-0.8,2014,1
527,Gordon Hayward,SF,24,UTA,20.2,0.567,21.7,0.159,3.5,0.5,2014,1
528,George Hill,PG,28,IND,21.5,0.579,31.4,0.203,4.1,1.2,2014,1
529,Solomon Hill,SF,23,IND,10.2,0.507,11.9,0.072,-2,0.5,2014,1
530,Jrue Holiday,PG,24,NOP,18.8,0.522,34.9,0.124,2.5,0.3,2014,1
531,Justin Holiday,SG,25,GSW,12.1,0.498,10.1,0.092,-2.4,1,2014,1
532,Rodney Hood,SG,22,UTA,12.3,0.529,13.2,0.098,-1,0.3,2014,1
533,Al Horford,C,28,ATL,21.4,0.563,18.6,0.179,2.6,1.5,2014,1
534,Dwight Howard,C,29,HOU,19.2,0.596,7.3,0.14,-0.3,-0.1,2014,1
535,Serge Ibaka,PF,25,OKC,16.6,0.549,4.2,0.127,0.5,0.4,2014,1
536,Andre Iguodala,SF,31,GSW,12.3,0.553,14.6,0.117,-0.4,1.4,2014,1
537,Joe Ingles,SF,27,UTA,9.6,0.533,16.8,0.062,-2.3,1.1,2014,1
538,Reggie Jackson,PG,24,TOT,17.2,0.511,34.8,0.104,1.8,-0.6,2014,1
539,Reggie Jackson,PG,24,OKC,15.6,0.511,24.5,0.101,0.9,-0.2,2014,1
540,Reggie Jackson,PG,24,DET,19.8,0.511,51.2,0.11,3.2,-1.3,2014,1
541,LeBron James,SF,30,CLE,25.9,0.577,38.6,0.199,6.1,1,2014,1
542,James Johnson,PF,27,TOR,17.9,0.617,11.4,0.143,0.7,1.7,2014,1
543,DeAndre Jordan,C,26,LAC,21,0.638,3.2,0.217,2.2,0.7,2014,1
544,Cory Joseph,PG,23,SAS,15.5,0.564,19.7,0.149,0.2,1.3,2014,1
545,Enes Kanter,C,22,TOT,20.3,0.564,4.8,0.145,1.6,-2.5,2014,1
546,Enes Kanter,C,22,UTA,17.5,0.535,3.8,0.099,0,-2.7,2014,1
547,Enes Kanter,C,22,OKC,24.9,0.611,6.4,0.22,4.4,-2.3,2014,1
548,Jeremy Lamb,SG,22,OKC,14.9,0.538,10.9,0.123,0.9,0.8,2014,1
549,Zach LaVine,PG,19,MIN,11.3,0.515,24,-0.018,-2.2,-2.5,2014,1
550,Alex Len,C,21,PHO,13.5,0.542,3.1,0.107,-2.8,1,2014,1
551,Damian Lillard,PG,24,POR,20.7,0.56,29,0.174,4.3,0.3,2014,1
552,Brook Lopez,C,26,BRK,22.7,0.558,4.5,0.159,1.8,-0.7,2014,1
553,Robin Lopez,C,26,POR,16.2,0.574,5.1,0.15,0.1,0.1,2014,1
554,Kevin Love,PF,26,CLE,18.8,0.562,10.7,0.165,3.2,-0.4,2014,1
555,Kyle Lowry,PG,28,TOR,19.3,0.527,32.4,0.141,3.2,-0.1,2014,1
556,CJ McCollum,SG,23,POR,13.1,0.534,10.3,0.089,-1.3,0.8,2014,1
557,Doug McDermott,SF,23,CHI,6.1,0.48,3,-0.005,-4.1,-1.9,2014,1
558,JaVale McGee,C,27,TOT,14.4,0.567,2,0.071,-2.6,-0.2,2014,1
559,JaVale McGee,C,27,DEN,16.7,0.597,0.8,0.109,-1.8,0.6,2014,1
560,JaVale McGee,C,27,PHI,6.8,0.455,5.8,-0.052,-5,-2.7,2014,1
561,Ben McLemore,SG,21,SAC,10.4,0.552,8.4,0.045,-1.3,-0.9,2014,1
562,Khris Middleton,SF,23,MIL,15.6,0.563,12.7,0.135,0.5,1.1,2014,1
563,Patty Mills,PG,26,SAS,13,0.496,16.9,0.087,0,-0.2,2014,1
564,Paul Millsap,PF,29,ATL,20,0.565,15.4,0.166,1.7,1.7,2014,1
565,Marcus Morris Sr.,PF,25,PHO,13.7,0.52,10.2,0.093,0.1,0,2014,1
566,Markieff Morris,PF,25,PHO,15.8,0.523,12.4,0.085,-0.5,0.2,2014,1
567,Mike Muscala,PF,23,ATL,18,0.608,8,0.179,0.3,-0.2,2014,1
568,Nerlens Noel,C,20,PHI,15,0.493,9.8,0.083,-2.6,2.3,2014,1
569,Jusuf Nurkic,C,20,DEN,14.8,0.483,7.3,0.069,-3.7,0.9,2014,1
570,Kelly Olynyk,C,23,BOS,15.9,0.558,12.2,0.12,-0.5,0.9,2014,1
571,Jabari Parker,PF,19,MIL,14.5,0.527,9.5,0.088,-0.1,-0.4,2014,1
572,Chris Paul,PG,29,LAC,26,0.596,47.4,0.27,6.4,1.6,2014,1
573,Elfrid Payton,PG,20,ORL,13.8,0.456,32.6,0.044,-1.5,0.3,2014,1
574,Mason Plumlee,C,24,BRK,18,0.57,7,0.131,-0.2,0.3,2014,1
575,Otto Porter Jr.,SF,21,WAS,11.6,0.523,6.8,0.092,-1.1,0.6,2014,1
